complex_id,source_complex_id,appendix_file,appendix_source_sha256,level,module,complex_title,ai_relevance,ai_targets,reusable_ai_primitive,qenn_use,pgqenn_use,soinets_use,verification_status,integration_status
universal_domain_specific_k_d_duality,universal_domain_specific_k_d_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Universal–Domain-Specific K_{ D} Duality,medium,"QENN,SOInets",dual-channel encoding and sign-equivariant weight tying; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",dual/sign-equivariant edge and node update; entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
appendix_wide_elastic_dubler_cross_complex_closure_and_computational_falsification_interface,appendix_wide_elastic_dubler_cross_complex_closure_and_computational_falsification_interface,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Appendix-Wide Elastic Dubler Cross-Complex Closure and Computational Falsification Interface,medium,"QENN,SOInets","entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
calibrated_pdfi_dubler_endpoint_operator,calibrated_pdfi_dubler_endpoint_operator,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_effect,Calibrated pDFI–Dubler Endpoint Operator,high,"QENN,SOInets",entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_log_curvature_energy_production_law,elastic_log_curvature_energy_production_law,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_effect,Elastic Log-Curvature Energy-Production Law,high,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
parity_localized_pdfi_response_operator,parity_localized_pdfi_response_operator,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_effect,Parity-Localized pDFI Response Operator,high,"QENN,PGQENN,SOInets",entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation",2-adic/parity address and typed arithmetic constraint; entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elasticity_scaled_spectral_operator_flow,elasticity_scaled_spectral_operator_flow,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_effect,Elasticity-Scaled Spectral Operator Flow,high,"QENN,SOInets",entropy-conditioned gain/temperature and adaptive spectral scaling; spectral positional encoding and sparse-support stability constraint,"entropy-conditioned gain, temperature or learning-rate modulation; spectral purification/positional feature layer",prime-motif spectral support regularizer; entropy-weighted edge/growth modulation,multi-resolution spectral synchronization; per-shell entropy/gain controller,appendix_labels_verified,planned
observable_entropy_redistribution_channel,observable_entropy_redistribution_channel,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_effect,Observable Entropy-Redistribution Channel,high,"QENN,SOInets","attention/readout projection, confidence gate, and collapse status; entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling","entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation; projection readout and calibrated collapse gate",entropy-weighted edge/growth modulation,cross-network observation/collapse and accessibility gate; per-shell entropy/gain controller,appendix_labels_verified,planned
temporal_directed_elastic_transport,temporal_directed_elastic_transport,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_effect,Temporal Directed Elastic Transport,high,"QENN,SOInets",entropy-conditioned gain/temperature and adaptive spectral scaling; memory kernel and temporal state-space operator; wave/PDE message-passing and transport operator,"entropy-conditioned gain, temperature or learning-rate modulation; state-space memory kernel",entropy-weighted edge/growth modulation,inter-network memory and history transport; per-shell entropy/gain controller,appendix_labels_verified,planned
information_calibrated_quantum_spectral_response,information_calibrated_quantum_spectral_response,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_effect,Information-Calibrated Quantum Spectral Response,high,"QENN,SOInets",entropy-conditioned gain/temperature and adaptive spectral scaling; spectral positional encoding and sparse-support stability constraint,"entropy-conditioned gain, temperature or learning-rate modulation; spectral purification/positional feature layer",prime-motif spectral support regularizer; entropy-weighted edge/growth modulation,multi-resolution spectral synchronization; per-shell entropy/gain controller,appendix_labels_verified,planned
elasticity_weighted_spatial_heterogeneity,elasticity_weighted_spatial_heterogeneity,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_effect,Elasticity-Weighted Spatial Heterogeneity,high,"QENN,PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",prime-shell graph locality and message-passing mask; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; per-shell entropy/gain controller,appendix_labels_verified,planned
dubler_potential_current_spatial_closure,dubler_potential_current_spatial_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,elastic_dubler_effect,Dubler Potential–Current Spatial Closure,high,"QENN,PGQENN,SOInets","locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",prime-shell graph locality and message-passing mask; growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
parity_elastic_spectral_spatial_closure,parity_elastic_spectral_spatial_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,elastic_dubler_effect,Parity-Elastic Spectral Spatial Closure,high,"QENN,PGQENN,SOInets","locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective; spectral positional encoding and sparse-support stability constraint","entropy-conditioned gain, temperature or learning-rate modulation; spectral purification/positional feature layer; non-cancelling closure residual in the training objective",2-adic/parity address and typed arithmetic constraint; prime-shell graph locality and message-passing mask; prime-motif spectral support regularizer; growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; meta-closure auditor across subnets/modalities; multi-resolution spectral synchronization; per-shell entropy/gain controller,appendix_labels_verified,planned
observable_conserved_directed_transport_closure,observable_conserved_directed_transport_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,elastic_dubler_effect,Observable Conserved Directed-Transport Closure,high,"QENN,SOInets","attention/readout projection, confidence gate, and collapse status; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective; wave/PDE message-passing and transport operator","entropy-conditioned gain, temperature or learning-rate modulation; projection readout and calibrated collapse gate; non-cancelling closure residual in the training objective",growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,cross-network observation/collapse and accessibility gate; meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
spatially_calibrated_quantum_information_closure,spatially_calibrated_quantum_information_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,elastic_dubler_effect,Spatially Calibrated Quantum-Information Closure,high,"QENN,PGQENN,SOInets","locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",prime-shell graph locality and message-passing mask; growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_dubler_curvature_correspondence,elastic_dubler_curvature_correspondence,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Elastic Dubler Curvature Correspondence,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_e_curvature_encoding_curvature_ambiguity_divergence,elastic_e_curvature_encoding_curvature_ambiguity_divergence,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Elastic _{ E} Curvature Encoding–Curvature Ambiguity/Divergence,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_dubler_interferometry::elastic_gravitational_memory_instant_relaxation,elastic_gravitational_memory_instant_relaxation,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Elastic Gravitational Memory–Instant Relaxation,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; memory kernel and temporal state-space operator,"entropy-conditioned gain, temperature or learning-rate modulation; state-space memory kernel",entropy-weighted edge/growth modulation,inter-network memory and history transport; per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_dubler_interferometry::elastic_black_hole_emergence_triviality_of_breakdown,elastic_black_hole_emergence_triviality_of_breakdown,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Elastic Black-Hole Emergence–Triviality of Breakdown,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
bridge_duality_and_the_2_adic_criterion,bridge_duality_and_the_2_adic_criterion,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Bridge Duality and the 2-adic Criterion,high,"QENN,PGQENN,SOInets",involutive/reversible state update and parity clock; dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; spectral positional encoding and sparse-support stability constraint,"entropy-conditioned gain, temperature or learning-rate modulation",2-adic/parity address and typed arithmetic constraint; dual/sign-equivariant edge and node update; entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_curvature_smoothness_curvature_singularity,elastic_curvature_smoothness_curvature_singularity,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Elastic Curvature Smoothness–Curvature Singularity,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_entropic_stability_entropic_instability,elastic_entropic_stability_entropic_instability,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Elastic Entropic Stability–Entropic Instability,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_geometric_consistency_geometric_degeneracy,elastic_geometric_consistency_geometric_degeneracy,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Elastic Geometric Consistency–Geometric Degeneracy,medium,"QENN,SOInets","locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
appendix_wide_edi_cross_complex_closure_and_computational_falsification_interface,appendix_wide_edi_cross_complex_closure_and_computational_falsification_interface,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_interferometry,Appendix-Wide EDI Cross-Complex Closure and Computational Falsification Interface,medium,"QENN,SOInets","locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
phase_elliptic_curvature_reconstruction,phase_elliptic_curvature_reconstruction,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_interferometry,Phase–Elliptic Curvature Reconstruction,high,"QENN,SOInets",involutive/reversible state update and parity clock; locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"reversible/alternating hidden-state gate; entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
memory_resolved_horizon_reconstruction,memory_resolved_horizon_reconstruction,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_interferometry,Memory-Resolved Horizon Reconstruction,high,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; memory kernel and temporal state-space operator,"entropy-conditioned gain, temperature or learning-rate modulation; state-space memory kernel",entropy-weighted edge/growth modulation,cross-network observation/collapse and accessibility gate; inter-network memory and history transport; per-shell entropy/gain controller,appendix_labels_verified,planned
2_adic_curvature_regularity_barrier,2_adic_curvature_regularity_barrier,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_interferometry,2-Adic Curvature-Regularity Barrier,high,"QENN,PGQENN,SOInets",involutive/reversible state update and parity clock; locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",2-adic/parity address and typed arithmetic constraint; entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
stability_conditioned_geometric_identifiability,stability_conditioned_geometric_identifiability,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,elastic_dubler_interferometry,Stability-Conditioned Geometric Identifiability,high,"QENN,SOInets","locality-aware graph/spatial operator and boundary gate; attention/readout projection, confidence gate, and collapse status; entropy-conditioned gain/temperature and adaptive spectral scaling","entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
memory_aware_phase_curvature_tomography,memory_aware_phase_curvature_tomography,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,elastic_dubler_interferometry,Memory-Aware Phase–Curvature Tomography,high,"QENN,PGQENN,SOInets",involutive/reversible state update and parity clock; locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; memory kernel and temporal state-space operator,"reversible/alternating hidden-state gate; entropy-conditioned gain, temperature or learning-rate modulation; state-space memory kernel",prime-shell graph locality and message-passing mask; entropy-weighted edge/growth modulation,inter-network memory and history transport; per-shell entropy/gain controller,appendix_labels_verified,planned
regularized_stable_geometric_reconstruction,regularized_stable_geometric_reconstruction,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,elastic_dubler_interferometry,Regularized Stable Geometric Reconstruction,high,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
locality_decomposition_nonlocal_entropic_divergence,locality_decomposition_nonlocal_entropic_divergence,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Locality Decomposition–Nonlocal Entropic Divergence,medium,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
emergent_spiral_density_wave_spiral_dissolution,emergent_spiral_density_wave_spiral_dissolution,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Emergent Spiral Density-Wave–Spiral Dissolution,medium,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate; wave/PDE message-passing and transport operator,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint; multi-resolution spectral synchronization,appendix_labels_verified,planned
entropic_curvature_superposition_duality,entropic_curvature_superposition_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Entropic Curvature Superposition Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
locality_driven_gravity::elastic_entropic_energy_equivalence,elastic_entropic_energy_equivalence,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Elastic–Entropic Energy Equivalence,medium,"QENN,PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",prime-shell graph locality and message-passing mask; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; per-shell entropy/gain controller,appendix_labels_verified,planned
locality_driven_rotation_curve_duality,locality_driven_rotation_curve_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Locality-Driven Rotation Curve Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
spiral_pitch_angle_gradient_duality,spiral_pitch_angle_gradient_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Spiral Pitch-Angle Gradient Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
entropic_screening_nonlocal_curvature_mixing,entropic_screening_nonlocal_curvature_mixing,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Entropic Screening–Nonlocal Curvature Mixing,medium,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
halo_structure_formation_duality,halo_structure_formation_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Halo Structure Formation Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
entropic_gradient_filament_formation_duality,entropic_gradient_filament_formation_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Entropic Gradient–Filament Formation Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
locality_confinement_stability_duality,locality_confinement_stability_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Locality Confinement Stability Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
entropic_localization_cluster_stability_duality,entropic_localization_cluster_stability_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Entropic Localization–Cluster Stability Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
localized_curvature_information_preservation_duality,localized_curvature_information_preservation_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Localized Curvature–Information Preservation Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
cosmic_web_emergence_homogenization_duality,cosmic_web_emergence_homogenization_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Cosmic Web Emergence–Homogenization Duality,medium,"PGQENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask; dual/sign-equivariant edge and node update,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
appendix_wide_locality_driven_gravity_cross_complex_closure_and_computational_falsification_interfac,appendix_wide_locality_driven_gravity_cross_complex_closure_and_computational_falsification_interfac,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,locality_driven_gravity,Appendix-Wide Locality-Driven Gravity Cross-Complex Closure and Computational Falsification Interface,medium,"QENN,PGQENN,SOInets","locality-aware graph/spatial operator and boundary gate; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,prime-shell graph locality and message-passing mask; growth-step closure certificate and source-removal ablation,network-of-networks spatial coupling and locality constraint; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
locality_weighted_spiral_order,locality_weighted_spiral_order,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,locality_driven_gravity,Locality-Weighted Spiral Order,high,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
curvature_driven_elastic_energy_production,curvature_driven_elastic_energy_production,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,locality_driven_gravity,Curvature-Driven Elastic Energy Production,high,"QENN,PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",prime-shell graph locality and message-passing mask; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; per-shell entropy/gain controller,appendix_labels_verified,planned
